,product,date,rating,reviews,title
111,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","March 14, 2024",5.0 out of 5 stars,It is what it is. What else can you say.,
112,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","March 12, 2024",5.0 out of 5 stars,I've been drinking these since they first hit stores. I love the taste and the price.,
113,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","March 11, 2024",5.0 out of 5 stars,The box of monsters I got had 3 cans that were damaged and leaking they weren’t even half full.,
114,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","March 11, 2024",2.0 out of 5 stars,"I love Monster. I drink 2 a day. Ever since I've signed up for Subscribe and Save, it's NEVER been in stock. Not the Lo Carb or new Sugar Free. Every single time it's time for the order to renew, I get a message saying it's out of stock. What's the point of a company, owned by Coca Cola, selling on Amazon and never having it in stock?? Absolutely insane. And they stopped the 24 packs so now you play Russian roulette every time you try to order the smaller pack because THEY NEVER HAVE THEM.",
115,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","March 7, 2024",5.0 out of 5 stars,good,
116,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","February 26, 2024",5.0 out of 5 stars,Drink this everyday. Love the subscribe and save on this drink! Cheaper than anywhere else and it comes straight to my door!!,
117,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","February 23, 2024",5.0 out of 5 stars,The Blue Lo-Carb Monster energy tastes great and works well!,
118,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","February 13, 2024",5.0 out of 5 stars,Will buy again,
119,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","February 12, 2024",5.0 out of 5 stars,"Now I know people will say these are bad for you and maybe they are. However, I used them at work cause I work graveyard. They'll give you a boost for a lil bit. Maybe other flavors give you a bigger boost. However, having them delivered straight to your door is awesome!",
120,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","February 9, 2024",5.0 out of 5 stars,Caffeine/energy drinks do nothing for me. But I drink them because I love the flavor. Like that it’s lo-carb. Been drinking them here and there for over 10 years.,
121,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","February 7, 2024",5.0 out of 5 stars,"It came in on time, reasonably priced, and just like the description. I have since re-ordered.",
122,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","February 5, 2024",5.0 out of 5 stars,Wife started drinking this flavor to try and cut on calorie intake already lost 7 pounds changing from regular to lo-cal,
123,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","February 2, 2024",3.0 out of 5 stars,"Flavor is just not there. It’s only drinkable if it’s ice cold. I think my tolerance for fake sweetener is just very low though, so if you’re into that sort of thing, it’s right up your alley. Left kind of a chemical aftertaste.",
124,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","January 29, 2024",2.0 out of 5 stars,I have purchased 6 cases two at a time and this is my 3rd subscriber delivery. I have never wrote a review before but I’m sick of the consistency. Every single case I have bought 3 arrive damaged and even four or 5. I wasn’t able to return them because I wasn’t ready to open them because I had some left. So I’m writing this review instead me. Every case will have three you cannot drink. This is every case I have ordered not just a one time thing.,
125,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","January 19, 2024",1.0 out of 5 stars,One of my boxes of monster were open and all over the box. SEVERAL of the cans are bent and most likely shaken. The shipping box (including another order) was open. I really hope the drinks are ok.,
126,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","January 12, 2024",5.0 out of 5 stars,Love that Amazon has this. So easy to order and a must have for me. Perfect!,
127,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","January 9, 2024",3.0 out of 5 stars,items came damaged.,
128,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","January 9, 2024",4.0 out of 5 stars,"The monster energy drinks are great. We regularly get them in our subscribe and save order for my husband, these are his favorite flavor. The problem comes in on delivery, sometimes we receive the cans and they are popped or the monster box is ripped and we have to deal with arranging the cans. For the most part we love the connivence of having the monsters delivered monthly to our door for cheaper then what you can get them at the grocery store, however the delivery isn’t always smooth. Since we keep ordering them, to us it is worth it but just be aware there is the possibility that the cans will be exploded or will fall out of the box when you go to lift it.",
129,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","January 7, 2024",3.0 out of 5 stars,This product is out of stock a lot and made my subscription difficult to manage and was forced to find them in stores a lot.,
130,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 30, 2023",2.0 out of 5 stars,Box was taped up and a can was missing.,
131,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 27, 2023",3.0 out of 5 stars,"We buy these boxes regularly. The last 2 boxes have either had opened cans, flat cans, dented cans or cans only half full. It's pretty disappointing when 25% of the box is ruined.",
132,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 21, 2023",5.0 out of 5 stars,Great price. I love these.,
133,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 20, 2023",2.0 out of 5 stars,"I order these all the time, love them. However, lately they arrive damaged, five cans were half empty and one was completely empty.",
134,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 15, 2023",2.0 out of 5 stars,Paid for a 15 pack. Received 12 cans of useable product.,
135,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 13, 2023",3.0 out of 5 stars,We have random cans two to three a box with no pressure and feel not full. We don’t open them and drink them. Frustrating because these are not cheap and we like ordering through them but no customer service contact that i can find. Going to stop ordering these boxes because they seem to be the only ones that have that issue.,
136,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 13, 2023",1.0 out of 5 stars,Several cans from the case I bought were flat. They were all unopened but some of the cans weren’t as firm as the others and when I cracked those ones open the drink was flat and disgusting tasting.,
137,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 11, 2023",2.0 out of 5 stars,5 of the 15 cans didn’t have carbonation and were sunken in. This was my replacement for the previous package that was sent that had 4 of the 15 cans without carbonation.,
138,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 10, 2023",2.0 out of 5 stars,"i buy these alot , first time i have ever gotten more than one that was not carbonated , kinda odd but not much flavor in them when they are flat but unopened when they arrived to us, packaged well so not a shipper issues must be a factory issue, hope next order has none that are flat tho, the zero monsters were all fine tho, just the low carb ones were flat...just giving you a heads up incase more have issues with them",
139,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 3, 2023",2.0 out of 5 stars,The box for my monsters and the cans inside were all damaged. The first monster I took out and drank was flat.,
140,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 3, 2023",1.0 out of 5 stars,"Over the last few months I've bought a few different 15 packs through amazon and almost all of them have had 5+ cans that had no carbonation. It happened so often that I could tell before opening a can - the cans feel ""soft"" and ""thin"" from the lack of pressure.

Unfortunate that I have to stop buying them, but this has been really disappointing and Monster Bev Corp has not responded at all to quality control inquiries.",
141,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 2, 2023",2.0 out of 5 stars,"This Monster 15 pack has been delivered with 3-4 cans that were not all the way filled or have lost their carbination, the last four times I recieved it. It is not worth the money or hassle when 25% of the case is not safe to consume.",
142,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","December 1, 2023",5.0 out of 5 stars,Has a great taste,
143,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 29, 2023",1.0 out of 5 stars,More than half the cans in the 15 pack was like this. But can't get a refund or replacement??,
144,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 29, 2023",1.0 out of 5 stars,Why is it every other order I receive defective cans. When opened they are flat. They need better quality control.,
145,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 28, 2023",2.0 out of 5 stars,"6 out of 15 cans with QA problems like only being partially filled with no sign of leaks. Could look past an occasional bad can, but judging by other similar reveiws on here it appears Monster has serious QA issues. Buy in the store.",
146,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 28, 2023",3.0 out of 5 stars,"I start my day with a Cold Monster Low Carb or Zero sugar, what a horrible start to this case. 3 of the 1st 5 are flat, 1 drinkable the other 2 can squeezes like a marshmallow. I Hope the rest are better but doubtful. The cans are not open just FLAT, I don't know why.",
147,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 28, 2023",1.0 out of 5 stars,All the cans were flat,
148,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 26, 2023",1.0 out of 5 stars,Many of the cans received in this shipment were not carbonated and the cans are misshapen.,
149,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 21, 2023",5.0 out of 5 stars,Who needs sleep when you have monster and no will to live,
150,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 20, 2023",1.0 out of 5 stars,"Play Video
I get 4 of the 15 can packs every couple weeks. The past 2 deliveries had multiple cans that were soft (no carbonation in drink- that tells me there were small holes in the cans) and multiple cans that were dented and leaking. If I order a pack of 15 FIVE of them should not be drinkable. They should all be good to go. I'm very displeased with the orders lately. When I first started getting the 15 packs a few months ago I had no issues. Since I've been pouring money down the drain, I think I'm going to switch who I get my ish from.",
151,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 20, 2023",5.0 out of 5 stars,"I really enjoy Monster energy drinks, especially the lo-carb Monsters. The package had been opened and resealed, which was very visible. 2 cans in one case were all dented and smashed in. They had pinhole leaks, kind of messy. To much trouble to send them back.",
152,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 18, 2023",1.0 out of 5 stars,half the cans were onlyhalf full in a 15 pack now what,
153,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 17, 2023",5.0 out of 5 stars,Las latas de monster estan dañadas y no tienen gas,
154,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 16, 2023",1.0 out of 5 stars,"I love Monster Energy. I'm subscribed to get a case every 2 weeks. However the last 2 cases have had defective cans. They are collapsible and soft, but unopened. 5 out of 15 cans in the most recent case, and I know from the previous case that these drinks are flat and have poor taste. I was unable to return bc we clearly had to open the box to find the defects.",
155,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 16, 2023",2.0 out of 5 stars,"There in no replacement for this item.

Damaged or defective item
This product is not eligible for a return or replacement. If you'd like more details on our return policy, please see our help articles",
156,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 15, 2023",5.0 out of 5 stars,Better value than in the stores,
157,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 13, 2023",1.0 out of 5 stars,6 of the 30 cans damaged and seals broken. This kills the flavor and this is the second shipment like this.,
158,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 12, 2023",2.0 out of 5 stars,This is the second box that I have had 4 cans that we have been unable to drink due to their condition. I bought these because they were a good deal but not being able to drink almost a third of them is disappointing.,
159,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 9, 2023",5.0 out of 5 stars,Love my Monster always to start my day!!!,
160,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 8, 2023",1.0 out of 5 stars,I ordered three 15 packs which I usually do and 1 whole 15 pack all the cans were damaged and open. That's the second time I had that happen. I will still keep ordering it because of the price but if it happens again it's just not worth it...,
161,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 6, 2023",5.0 out of 5 stars,"Love this stuff, probably addicted to it.
The problem is that it was packed in a box without any packing materials to protect it. UPS being the gentle delivery service they are, tossed that box around and a few of the cans busted open. I can’t even chat with Amazon about it because this item is not eligible for return. Prime has gone so downhill since 2020.",
162,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 6, 2023",1.0 out of 5 stars,Terrible quality every time I order. Cans are consistently damaged and the monster is flat.,
163,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 5, 2023",1.0 out of 5 stars,Several cans in this order damaged and can’t be drank!! Very unhappy,
164,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","November 2, 2023",2.0 out of 5 stars,Outer box in good condition. Upon opening boxes - first box - one can only partially full and had no taste. Second box has multiple dented and not full cans. One can cracked and several are not full. Very disappointing,
165,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 30, 2023",3.0 out of 5 stars,"Love these but Amazon dropped the ball on my most recent order. Box was mangled, miracle any of the cans are still sealed",
166,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 28, 2023",5.0 out of 5 stars,I drink these like soda. They are my favorite. I find them very tasty. I am 90% vitamin B and i don't sleep.,
167,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 27, 2023",5.0 out of 5 stars,As described.,
168,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 25, 2023",1.0 out of 5 stars,"Over half of the monsters are dinged up, the box was open when I got it and they were all shaken up.",
169,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 22, 2023",5.0 out of 5 stars,My favorite,
170,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 21, 2023",1.0 out of 5 stars,Extremely disappointed the 15 pack carton had been opened and 1 of the cans was gone. Terrible!,
171,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 19, 2023",3.0 out of 5 stars,"This is a great purchase to buy flavors in bulk. However, I've had the issue on and off where it tastes just awful, for no reason. It happens every once in a while and it comes in with the whole pack tasting way off. Unpleasant to say the least when not only do you get one that seems to taste bad/almost toxic sometimes, but a whole pack? Otherwise Monster Energy has always been a go to for me, I miss the original blue zero version though.",
172,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 16, 2023",3.0 out of 5 stars,"Monster is great, drink it all the time. Though it’s a little worrisome to have it arrived nearly opened and ripped. Cans are bent. Not the best way to receive a package.",
173,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 16, 2023",5.0 out of 5 stars,Excellent price!,
174,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 15, 2023",5.0 out of 5 stars,"While I would expect these to be cheaper when you buy in bulk, I have always loved the Lo-Carb variety of Monster products. Additionally, they removed ginseng from their beverages, so I would think that also would help reduce the price and control costs...but it has not.

Despite having removed ginseng, I really do not notice a difference in taste either.",
175,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 13, 2023",5.0 out of 5 stars,"My favorite drink including alcoholic beverages! I am definitely addicted, but to the flavor and not the caffeine. As I’m getting older and trying to be healthier, I am supposed to give these up…tbd.",
176,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 10, 2023",1.0 out of 5 stars,"Product not in box, several cans were broken.",
177,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 5, 2023",5.0 out of 5 stars,"I've drank Monster for a long time, and the Lo-Carb is probably my favorite. It has a nice taste with a clean finish, provides a pretty good energy boost (140mg of caffeine per can, so it's not ultra-caffeinated like some Monster varieties at 300mg) and is low in sugar (only 6g of added sugar, 9g total). The best part about these 15 packs on Amazon, is that through Subscribe and Save, you usually get them for 30-40% less than the per-can price.",
178,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","October 1, 2023",1.0 out of 5 stars,The inside of the box and many of the cans were covered in mold. Really disgusting,
179,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","September 28, 2023",5.0 out of 5 stars,Fast,
180,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","September 7, 2023",5.0 out of 5 stars,"I don’t know why the stores in my town don’t keep these in stock, but for whatever reason they run out quickly and don’t get restocked for a while.
The price here is comparable to what I pay at the stores.
Shipping was quick and there was no damage during shipping.
I usually place an order on Amazon when I get low in my fridge and they arrive before I run out.",
181,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","September 7, 2023",3.0 out of 5 stars,"Cool but kinda triggers paranoid symptoms for me if I have daily. When pre-workouts would take much longer to, such as Lit. I could have it for like 4 months before deteriorating, but with monster its closer to 2 weeks. But hard to say because I got more cptsd around then as well probably from unrelated reasons. Its nice but has artificial sweeteners which aren't ideal for health. Regular monster has too much carbs for me I would have to sip it for hours. Relatively good taste.",
182,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","September 5, 2023",2.0 out of 5 stars,All the cans are damaged. The bottoms of the cans are all bulging,
183,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","September 3, 2023",1.0 out of 5 stars,The last 2 deliveries (6 cases) have all been damaged. Every can is damaged. Thought it was a one off but then the next shipment was damaged. Not happy!,
184,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","September 3, 2023",4.0 out of 5 stars,"I still drink it as a person that lives Keto. People should know that at some point in the past year they added three carbs to the drink. So, instead of six carbs per can, it's now nine. Three carbs is nothing to the average person, but it can make a difference to people that are Keto. The drink should no longer be marketed as Low carb anymore. The purple top can that is similar to this one, but has zero sugar is better for keto, but it doesn't taste anywhere near as good.",
185,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","August 30, 2023",5.0 out of 5 stars,"Best-tasting Monster flavor, and the LO-CARB 30 cal seems to have stronger effect than the ZERO. My favorite Monster.",
186,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","August 18, 2023",5.0 out of 5 stars,Tastes good and was a great price.,
187,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","August 17, 2023",5.0 out of 5 stars,My son drinks these he loves them,
188,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","August 12, 2023",2.0 out of 5 stars,"Every one of these cans was damaged in the same way, the tops are deformed.",
189,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","August 10, 2023",4.0 out of 5 stars,A few cans were dented in since the box came ripped a bit. Overall it was fine and we will buy again when we can't get to store.,
190,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","August 3, 2023",5.0 out of 5 stars,"I’ve enjoyed Monster Energy (lo carb) for well over 10 years. I hope they continue to have this particular type of energy drink, because I don’t know of any other brand that tastes as good",
191,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 27, 2023",2.0 out of 5 stars,damage cans I hope my husband can open to pore in a glass to drink. I will order somewhere else.,
192,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 26, 2023",5.0 out of 5 stars,"While monster is not Red Bull, it certainly packs more of a punch for lesser money.",
193,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 25, 2023",1.0 out of 5 stars,"Product arrived late, crushed with many cans damaged and several leaking.",
194,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 25, 2023",5.0 out of 5 stars,Best place to purchase the drinks since the prices has soared in stores.,
195,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 24, 2023",3.0 out of 5 stars,Only comes in 15 pack instead of 24,
196,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 23, 2023",1.0 out of 5 stars,The package was thrown beside porch and 6 cans dented or empty.,
197,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 20, 2023",3.0 out of 5 stars,"I subscribe and save this item. It was getting too hard to consistently find at the local grocery store. Half of my orders have been cancelled because the supplier was out. If I could find another drink that tasted the same as the Lo-Carb Monster, I'm pretty sure I would change brands.",
198,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 18, 2023",5.0 out of 5 stars,I love the flavor and it definitely gives me energy!,
199,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)","July 18, 2023",5.0 out of 5 stars,So quick came same day as I bought it. Driver was awesome (my dog scared her). No cans had any dents or anything.,
200,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","April 16, 2024",3.0 out of 5 stars,Looks like the price went up on these. Good thing Walmart sells the 12 packs now for $19. I'll start buying from Walmart instead of this price gouging. $28???,
201,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","April 11, 2024",5.0 out of 5 stars,Tastes just like original green monster! What a great idea by the company to come out with! Never would have even thought.,
202,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","April 8, 2024",2.0 out of 5 stars,Had too much in one box was too heavy. Needs split up I'm a old man had a hard time with moving it where I needed it.,
203,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","April 6, 2024",5.0 out of 5 stars,Good price on sale 21$ for 15 cans. Zero Sugar great original taste,
204,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","April 5, 2024",5.0 out of 5 stars,taste good,
205,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","April 3, 2024",4.0 out of 5 stars,"I get multiple of these a month, always good. Unfortunately there was an issue this time but not sure if the issue is with the factory or with UPS. Most of the cans in one box were entirely flat.",
206,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","March 31, 2024",5.0 out of 5 stars,"Found a deal , took advantage of it",
207,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","March 29, 2024",5.0 out of 5 stars,these are 0 sugar and tase like highschooler memories. Get some if you need a boost.,
208,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","March 28, 2024",5.0 out of 5 stars,10 cal and still taste pretty good.,
209,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","March 21, 2024",1.0 out of 5 stars,4 cans broken and all over the box,
210,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","March 17, 2024",5.0 out of 5 stars,Always have discount here.,
211,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","March 15, 2024",5.0 out of 5 stars,Always good quick ship only problem the packaging could better several cans in each case bent up and boxes damaged,
212,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)","March 15, 2024",1.0 out of 5 stars,👎 objection to taste. Son 💘 loves it.,
