,product,date,rating,title,reviews
128,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 20, 2023",2.0 out of 5 stars,half of my cans are dented around the top,half the drinks were dented around the rim
129,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 17, 2023",2.0 out of 5 stars,No fizz,I have had c4 energy drink before and was vary disappointed when I pop the top on one of these and they are all flat. No fizz 😮‍💨👎
130,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 11, 2023",2.0 out of 5 stars,Delivery could be better,"The last three times I have ordered this product it arrived leaking. One or more of the cans are dented and leaking. I like this product so I order all the time, but would be nice if they were handled more gently so they won't dent and leak."
131,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","May 31, 2023",2.0 out of 5 stars,Cans half empty but sealed,I thought the price of a 18 pack was fair. Once received. I opened the package to discover 1 can had leaked out but was contained in cardboard crate. No biggie 1 can no problem. I started removing the cans and noticed some cans are lighter than others and you could hear them slosh around. As viewed in the video I found 3 cans half empty . So now I'm at 4 cans that are bad out if 18 pack. Disappointing to find this and will not purchase again.
132,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","May 28, 2023",2.0 out of 5 stars,Damaged in shipping,Good product but few cans were damaged in shipping. One was busted and had leaked all over the others.
133,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","May 19, 2023",2.0 out of 5 stars,Not the normal sized can,Smaller cans for same price as the 16 ounce.
134,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","May 2, 2023",2.0 out of 5 stars,Product was damaged,8 of the 12 cans are dented or smashed on top of can
135,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 28, 2023",2.0 out of 5 stars,Tastes weird,This energy drink leaves a metallic taste in your mouth and tastes nothing like you think it should based on the flavor I got
136,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","March 24, 2023",2.0 out of 5 stars,It actually smells and taste like skittles. But the aftertaste is horrible.,"I love that it smelled and tasted like skittles, but the aftertaste was horrible. Which is what happens when most of the items I try that are sugar-free."
137,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","March 21, 2023",2.0 out of 5 stars,Not a fan,"Used to buy and taste ok but would not recommend. Better tasting brands and energy is not to par with other energy drinks who offer more of a sustained energy boost. Very basic energy needs if that's what you are looking for then yes, I recommend this brand."
138,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","March 19, 2023",2.0 out of 5 stars,Eh,Not at all what I was expecting. Flavor is off and really did nothing for energy.
139,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","March 10, 2023",2.0 out of 5 stars,"Good product, delivery can't keep up",Cans arrived in the condition like real C4 exploded nearby causing massive damage and leakage.
140,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","February 10, 2023",2.0 out of 5 stars,"It's not a bad product, but it's not to my taste.","It's not a bad product, but it's not to my taste."
141,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","February 2, 2023",2.0 out of 5 stars,Makes my skin crawl and tastes not good.,"I've heard good things about C4, and I can tolerate most energy drinks, but this one made my skin crawl. I don't know how else to explain it; it's not jittery; it's like your skin feels like it's going to boil. I was working out and started to freak out when I first felt it, and then it goes away. I tried it six different times, and each time it happens to me. It's nothing too bad, but I will not purchase it again. Also, the flavor I was excited, but it tasted fake and nasty. Overall I would not recommend 3/10."
142,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","January 23, 2023",2.0 out of 5 stars,Starburst Flavor is Terrible,"I've bought the Skittles flavor and it was really good. Figured the Starburst flavor would be the same, but it tastes nothing like the pink Starbursts. I'd pick another flavor."
143,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","January 16, 2023",2.0 out of 5 stars,Decent,"Received in tact, but Tasted old and had a weird after taste. Maybe just got an old pack"
144,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 21, 2022",2.0 out of 5 stars,Horrible chemical taste.,"Of all the flavours this is nothing like starburst strawberry, Very strange chemical taste."
145,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 4, 2022",2.0 out of 5 stars,Damaged when arrived,Unfortunately there were at least 3 cans that were damaged when I opened the package. Not worth taking the risk of drinking them so it’s just money down the drain.
146,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 22, 2022",2.0 out of 5 stars,Damaged product,This 12 pack had two crushed and empty cans in it. This must have been done long before it was shipped since the cans are completely empty and the box was dry from the leakage. Not sure how this could have been missed when packing it.
147,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 31, 2022",2.0 out of 5 stars,Algunas latas vinieron con defectos físicos.,
148,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 27, 2022",2.0 out of 5 stars,better packing,package had to busted cans. but i like the drink
149,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 17, 2022",2.0 out of 5 stars,Arrived damaged,"I love the product, it tastes great, but I can’t drink what I paid for if it arrives damaged!"
150,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 8, 2022",2.0 out of 5 stars,Bad batch! Taste like dirt,"I had 2 of these from the gas station, loved them. Bought a case and they taste like dirt. Impossible to drink"
151,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 6, 2022",2.0 out of 5 stars,"Great stuff, trying to resolve wrong item sent impossible.","I really like using these and they get me through my entire workout, been using for a couple years now and always get through amazon.
Last purchase was 12 pack of 16oz cans, I received a 12 pack of 12oz cans. When trying to get it resolved the system just continues to go around in circles never letting you get a refund.
Love the product, but hate that if there is an issue your SOL."
152,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 15, 2022",2.0 out of 5 stars,Lost can on delivery,"Package was damaged on inside, lost 1 can"
153,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 12, 2022",2.0 out of 5 stars,ok I guess,The flavor was good but had one on my way to cleveland and my nerves started getting all tingly. Didn't drink the rest of the pack and I've had occassional energy drinks from other companys.
154,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 10, 2022",2.0 out of 5 stars,every can puffed up at top of can,"every can was puffed up at top of can, looks like it over heated and almost blew up. makes it difficult to open and pour."
155,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 1, 2022",2.0 out of 5 stars,You can bye a 16 onz can for the same price in Walmart,To expensive. I didn't realize the cans were only 12 ounces.
156,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 30, 2022",2.0 out of 5 stars,Too sweet for me,This was a bit too sweet for me. They use sucralose to sweeten it which is better than high fructose corn syrup and aspartame. The problem is that it wreaks havoc on your gut. If they dialed that back and used a little less I think the drink would taste better (and leave you with less “trouble”)
157,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 26, 2022",2.0 out of 5 stars,Flavor less or taste nasty,"I have had a subscription with this drink, I get a case every month. The last 3 cases have had flavor issues, not every can but enough. One case had 1 with zero flavor, the next case had a few that the flavor was not right. The one I just opened yesterday, cracked one open yesterday and it tasted like it was moldy or old or some weird not right flavor, cracked open the second one today and same thing. I am done getting buying and am pouring out the rest. So not worth it, but I will say amazon customer service has been great and didn't give me any issues when I reported the problems."
158,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 22, 2022",2.0 out of 5 stars,Arrives Damaged,I absolutely love the C4 skittles drinks. I buy these everyday from the store and wanted to stock up on them to save some trips into town. Extremely disappointed when they arrived damaged. 5 out of 12 were damaged and close to exploding.
159,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 18, 2022",2.0 out of 5 stars,Not as sweet. Tangy.,Really didn’t taste much like sweet skittles. More tangy and or soury. Of course it’s a mixture of all the flavors. At least that’s what it’s lead to believe. But I’m not a fan of this flavor. Thought would be a little more sweet. Less tangier.
160,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 16, 2022",2.0 out of 5 stars,"Good item, however a few cans were beat up when I received the package.",The flavor was great and the product did its job. Only thing is that there were a few cans that were beat up when I opened the package.
161,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 10, 2022",2.0 out of 5 stars,Good value horrible taste,These are sugar free they should put the sugar in then they might be worth drinking. Also did not feel any energy from them
162,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 1, 2022",2.0 out of 5 stars,The itch!,It was tasty but the price and the itch weren't. The ltch lasted a full 1hr or so fore if I drank the whole drink.
163,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 20, 2022",2.0 out of 5 stars,Got these on a prime day deal,"I didn’t see that these were smaller than what I normally see around here (like QuikTrip or Circle K where I’m at). When I saw them at $16 on Prime Day, I was thinking I was getting the bigger cans I was used to. These are more the smaller cans (think medium Red Bull cans). I can get the bigger cans for a lot cheaper than I would get these. These are half the size of gas station ones and have half the ingredients so if I were to compare the two I would have paid the same amount for the same ounces but I’m use to consuming more so would have to drink two of these smaller ones to get the effect I’m used to with a regular one. It depends what you like but I’m used to something a little stronger and these sizes don’t work the best for me."
164,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 14, 2022",2.0 out of 5 stars,6 of the 12 are damaged on delivery. I love the flavor of this one but half damaged is ridiculous.,
165,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 13, 2022",2.0 out of 5 stars,Taste great but not the best for working out,These taste great but there is not a lot of prework stuff in them and I ended up needing more than one at times.
166,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 11, 2022",2.0 out of 5 stars,Slow down,Need to be more careful 3 of my cans were messed up!!
167,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","June 8, 2022",2.0 out of 5 stars,Ordered orange slice. Received midnight cherry.,
168,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","May 18, 2022",2.0 out of 5 stars,Not as good as powder,"If you want a good pre-workout, don't get this. Reminds me of a generic monster type drink."
169,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","May 10, 2022",2.0 out of 5 stars,Cans burst open in transit,"The flavor and product is great, I’ve used it several times and will continue to do so. However when I ordered it this time 2 of my 12 cans were burst open and had leaked all over my other Amazon products!!"
170,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 21, 2022",2.0 out of 5 stars,Too sweet,I don’t know why companies think their “sugar free” products have to be so sweet. Way too sweet.
171,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 16, 2022",2.0 out of 5 stars,Good product bad shipping,I love c4 as a product. It is by far my favorite energy drink and it is a good deal. They are generally 2 for $5 at the local gas station. Pretty disappointed in how damaged they were when they showed up luckily none of mine were busted but they are all pretty banged up like the photo shown.
172,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 5, 2022",2.0 out of 5 stars,Extremely sweet,I was excited about this purchase. You get good value for your money but the taste is just not there. I would compare it to carbonated sugar water. Not a fan.
173,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","February 13, 2022",2.0 out of 5 stars,Great product. Non existent customer service.,Great product. Have a subscribe and save for 24 pack. First order I got 12 cans but they charged for 24. Have repeatedly called with no answer and no reply to my emails to cellucor. Really hard to endorse a product with such terrible service.
174,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","January 30, 2022",2.0 out of 5 stars,Damaged product,Product was damaged.
175,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 30, 2021",2.0 out of 5 stars,Terrible packaging,I received my package of C4 watermelon strawberry ice and it looks like it has been stuck in a corner somewhere. The original packaging looks nasty with mold and whatever else is on it and it looks like it sat in water for a while. Waste of money.
176,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 26, 2021",2.0 out of 5 stars,Cans arrived all beat up,Can were dented up badly
177,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 20, 2021",2.0 out of 5 stars,Great taste bad packaging,"Great taste but there were 2 cans nearly empty and 1 half full, the rest are fine just I would've enjoyed all of them."
178,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 13, 2021",2.0 out of 5 stars,Great drink but the packaging for shipping is awful,"The flavor is very nice and the tingling sensation the drink makes is interesting, but the packaging they’re using is terrible. Received leaking and bulging cans loose in a plastic bag with a huge length of paper towel inside to soak up the drink, inside a big cardboard box. Worst packaging I’ve seen from ordering a case of energy drinks."
179,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 21, 2021",2.0 out of 5 stars,Stomach Destroyer,Occasionally me and my roommates drink c4 and all of us complain about stomach issues on the days we have them. I guess they call it c4 because you blow up the porcelain throne.
180,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 8, 2021",2.0 out of 5 stars,Empty cans,4 out of the 12 were empty
181,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 4, 2021",2.0 out of 5 stars,Smaller can than expected less fizz and more like syrup,Cans are smaller than in stores but still a good value. The small cans didn’t have as much fizz and was way sweeter tasting. The bigger the can the more fizz I guess.
182,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","June 24, 2021",2.0 out of 5 stars,Can leaked,Would be a great value for the money except 1 can of the 12 had a small pinhole so can was only 3/4 full and because 12 pack was wrapped in plastic it leaked on the other cans but not on to the shipping box so damage wasn't visible. Wasn't going to return all 12 because 1 was bad but it still stinks
183,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","June 20, 2021",2.0 out of 5 stars,Energy not,These r gross and I thought they would be like pre work out. They’re not
184,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","June 9, 2021",2.0 out of 5 stars,Meh,Personally y hated the taste but not as much as the after taste
185,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","May 23, 2021",2.0 out of 5 stars,These are Little!,"I discovered this drink at a local store and really enjoyed the taste so thought I had found a bargain when I saw the price here. I was quite disheartened to get the box and realize that yes... they're the same height, but they're much skinnier than the ones I have available in my local store (for only .20 more). That makes this price much higher than buying locally. Cancelled my subscription."
186,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 9, 2021",2.0 out of 5 stars,Replacement product damaged also,This is my replacement from my previous damaged product.
187,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","February 22, 2021",2.0 out of 5 stars,Amazing but damaged,"These energy drinks are amazing but sadly my case arrived completely damaged, had to order a replacement and wait an additional 3 days."
188,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 7, 2020",2.0 out of 5 stars,Busted can leaking everywhere,The product itself was fine. But they delivered it with a busted can. What a mess.
189,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 11, 2020",2.0 out of 5 stars,Shilping stinks. Flavor and product good.,"Product itself is great, shipping however is not great. Received multiple cans that had been leaking on the bottom."
190,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 8, 2020",2.0 out of 5 stars,It’s ok if taste doesn’t matter to you.,"I have only tried the Orange Slice flavor and it left such a bad taste in my mouth. I feel like this is more of a pre workout than just an energy drink, however, at 16fl oz that’s a bit much for a pre workout personally. I wouldn’t re purchase or try any other flavors."
191,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 5, 2020",2.0 out of 5 stars,Move along... This is NOT the Black Cherry you're looking for.,Looking for a replacement for Monster Ultra Black... This is not it. (Midnight Cherry)
192,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 27, 2020",2.0 out of 5 stars,Not that Great,These drinks leave an after taste in your mouth. I will not order them again.
193,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","May 27, 2020",2.0 out of 5 stars,Didn't notice anything,Sadly I didn't notice this help like I have with other products was disappointed. Flavor was good.
194,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 17, 2020",2.0 out of 5 stars,Busted,I opened it right after it was delivered and one of the cans was busted and leaked empty.
195,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 15, 2020",2.0 out of 5 stars,This is not the same C4 as bought in stores,"This is not the same C4 as bought in stores. I noticed a huge difference in how I felt after drinking and then decided to compare ingredients on the cans, seems like a knock off version of C4. There is a reason it's so much cheaper. I bought 3 cases and gave them away after drinking maybe 4, because my coffee was stronger than this."
196,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","February 17, 2020",2.0 out of 5 stars,Doesn’t work. Definitely doesn’t seem like real C4.,"Definitely not the same as the authentic C4 from GNC. I have been drinking C4 for years before my workouts and this is more like drinking a flavored carbonated soda. There’s no tingling feeling, no energy boost and it just isn’t the same. I would spend the extra few bucks and get the good stuff at GNC. I certainly won’t be buying this again."
197,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","January 13, 2020",2.0 out of 5 stars,Good value,"Drink is great, but I have received multiple orders where I couldn’t open the tab because the cans were dented like they were dropped."
198,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 17, 2018",2.0 out of 5 stars,I’m kind of a connoisseur of energy drinks and for ...,I’m kind of a connoisseur of energy drinks and for that much the new trendy pre-workout energy drinks. This product just did not do it for me energy wise or flavor. Flavor is OK but not outstanding and I could say the same about how it made me feel for my workouts. Average.
199,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 8, 2018",2.0 out of 5 stars,"Great drink, poor shipping",Love the drink but package came damaged with 2-3 cans undrinkable.
200,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 17, 2024",3.0 out of 5 stars,Not much cheaper than in the stores.,"I like C-4 as a nice tasting energy-boost for workouts. I dilute it 50-50 with water and drink it in during workouts (don't want too much caffeine). It's a good product. Buying a 12-pack wasn't a dramatic saving, just a wee bit cheaper than in the stores. Overall good !"
201,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 9, 2024",3.0 out of 5 stars,Amazing stuff but why are packaging kinda questionable,"So I started substituting preworkout with energy drinks, but mate the packaging was bad, 4 cans were damaged with leaks. But overall flavor was amazing. The only thing that is bad about C4 is the scratchiness after drinking."
202,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","April 1, 2024",3.0 out of 5 stars,Itchy itchy,Not pleased with these. Was really hoping the starburst strawberry would blow my mind but it’s pretty basic and also makes me itch. Seems that’s a common side effect.
203,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","March 26, 2024",3.0 out of 5 stars,Tastes good but damaged,More then half of the package was damaged and dented
204,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","March 24, 2024",3.0 out of 5 stars,Great drinks half we damaged,A lot of the cans were damaged but they were still usable
205,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","March 3, 2024",3.0 out of 5 stars,No returns,"When the box arrived, there was not physical damage to the outside of the package, but some of the cans in the shipment appeared to be deflated like they had lost their carbonation. There are no returns for this item, disappointed couldn’t get the damaged items replaced. I was going to keep this on a scripting but may have to unsubscribe due to not being able to get replacement items goes damaged product."
206,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","February 24, 2024",3.0 out of 5 stars,One came exploded,One of the cans came exploded
207,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","February 14, 2024",3.0 out of 5 stars,Delicious (When you receive the right product),"I have these on subscribe and save and love them. This time, I received a different flavor, that I did not care for as much. Total bummer."
