,product,date,rating,title,reviews,combined,sentiment,sentiment_taste,sentiment_flavor,sentiment_price,sentiment_package,sentiment_value,sentiment_packaging
477,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-11,4.0,good price taste bit,package arrived good busted can tried first one taste bit spouse agrees usually buy one time grocery store maybe sitting sure taste different still better value buying one time still drink pack anyway probably get variety pack local grocery store though,good price taste bit package arrived good busted can tried first one taste bit spouse agrees usually buy one time grocery store maybe sitting sure taste different still better value buying one time still drink pack anyway probably get variety pack local grocery store though,1,0.9217,,0.9217,0.9217,0.9217,0.9217
119,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-02-12,5.0,,know people say bad maybe however used work cause work graveyard give boost lil bit maybe flavor give bigger boost however delivered straight door awesome, know people say bad maybe however used work cause work graveyard give boost lil bit maybe flavor give bigger boost however delivered straight door awesome,1,,0.6908,,,,
231,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-12,5.0,,currently husband favorite monster flavor added subscribe save delivered every month used buy sam club stopped carrying store charge shipping item better price amazon depend order arrive damage free buy, currently husband favorite monster flavor added subscribe save delivered every month used buy sam club stopped carrying store charge shipping item better price amazon depend order arrive damage free buy,1,,0.8402,0.8402,,,
475,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-14,5.0,favorable drink energy,used energy work great taste,favorable drink energy used energy work great taste,1,0.886,,,,,
474,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-15,5.0,son love flavor hard find,flavor seems hard find store poor amazon driver lug second floor,son love flavor hard find flavor seems hard find store poor amazon driver lug second floor,1,,0.25,,,,
228,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-21,1.0,,new brand suck nothing like original may like loved original bought case nada, new brand suck nothing like original may like loved original bought case nada,0,,,,,,
467,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-22,5.0,bargain deal,rising cost energy drink give option buy many get variety delicious flavor wakes,bargain deal rising cost energy drink give option buy many get variety delicious flavor wakes,1,,0.765,,,,
466,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-23,2.0,product taste great,sure happened transport box case monster came damaged case inside falling apart busted open undamaged monster can seem fine opened taste great like fresh shelf,product taste great sure happened transport box case monster came damaged case inside falling apart busted open undamaged monster can seem fine opened taste great like fresh shelf,0,0.9118,,,,,
117,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-02-23,5.0,,blue monster energy taste great work well, blue monster energy taste great work well,1,0.8074,,,,,
465,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-24,5.0,great flavor,best tasting drink,great flavor best tasting drink,1,,0.8519,,,,
464,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-24,4.0,variety,wish flavor ca get good idea flavor choice,variety wish flavor ca get good idea flavor choice,1,,0.6808,,,,
225,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-26,5.0,,good value money buying bulk, good value money buying bulk,1,,,,,0.6486,0.6486
224,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-27,5.0,,go energy drink whenever go sale taste regular monster, go energy drink whenever go sale taste regular monster,1,0.2732,,,,,
461,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-27,5.0,good price,prime shipped free,good price prime shipped free,1,,,0.7351,,,
223,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-28,5.0,,good size love taste never felt got energized caffeine drink like red bull coffee still like tasty, good size love taste never felt got energized caffeine drink like red bull coffee still like tasty,1,0.8555,,,,,
460,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-29,3.0,damaged,packaging damaged well monster package none drink damaged tasty overall,damaged packaging damaged well monster package none drink damaged tasty overall,0,,,,-0.765,,
459,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-01,5.0,great taste,great product review censored lately,great taste great product review censored lately,1,0.8225,,,,,
456,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-01,5.0,addiction,buy addicted taste good,addiction buy addicted taste good,1,0.4404,,,,,
454,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-04,1.0,price increase,week ago price cheaper far know sugar water cost risen since cancelling recurring order finding another product suit need,price increase week ago price cheaper far know sugar water cost risen since cancelling recurring order finding another product suit need,0,,,0.128,,,
451,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-04,5.0,always taste great,love variety flavor come box taste great getting can much better deal going corner store getting overall nice product,always taste great love variety flavor come box taste great getting can much better deal going corner store getting overall nice product,1,0.959,0.959,,,,
452,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-04,4.0,wish zero sugar variant,pipeline punch one monster better flavor wish flavor equivalent ultra line,wish zero sugar variant pipeline punch one monster better flavor wish flavor equivalent ultra line,1,,0.8074,,,,
447,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-05,5.0,alot additive,like taste,alot additive like taste,1,0.3612,,,,,
448,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-05,3.0,packing,item packed better cause little flat tasting case monster box piece packaging paper laying case,packing item packed better cause little flat tasting case monster box piece packaging paper laying case,0,,,,,,
449,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-05,5.0,currently getting college,want buy bunch flavor variety pack help,currently getting college want buy bunch flavor variety pack help,1,,0.4588,,,,
450,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-05,5.0,great price please switch back boxed shipping,order handful monster flavor regular basis great offering juice zero label around switch away pack bummer pack still provide nice bang buck versus retail however standard box much room would occasional dinged can newest switch shipping bag lead problematic issue shown attached photo thanks considerate driver worse want ding product rating please continue bagged envelope sign point really messy delivery anyone close distribution center,great price please switch back boxed shipping order handful monster flavor regular basis great offering juice zero label around switch away pack bummer pack still provide nice bang buck versus retail however standard box much room would occasional dinged can newest switch shipping bag lead problematic issue shown attached photo thanks considerate driver worse want ding product rating please continue bagged envelope sign point really messy delivery anyone close distribution center,1,,0.8836,0.8836,,,
446,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-07,1.0,flavor great amazon refused deliver though,amazon refused deliver order chat month one biggest tech company planet chat month clearly purpose,flavor great amazon refused deliver though amazon refused deliver order chat month one biggest tech company planet chat month clearly purpose,0,,0.7003,,,,
444,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-07,5.0,deal,subscribe save pack cheaper local grocery store pack love juice flavor,deal subscribe save pack cheaper local grocery store pack love juice flavor,1,,0.8126,,,,
218,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-03-07,4.0,,taste like vitamin b complex flavor childhood b complex tonic good comfortable, taste like vitamin b complex flavor childhood b complex tonic good comfortable,1,0.872,0.872,,,,
442,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-08,5.0,great taste,love flavor,great taste love flavor,1,0.8519,0.8519,,,,
441,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-08,5.0,amazing,pacific punch taste like hawaiian punch recommend issue taste good really hold back chugging struggle real,amazing pacific punch taste like hawaiian punch recommend issue taste good really hold back chugging struggle real,1,0.8555,,,,,
440,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-09,5.0,best monster flavor,first monster flavor tried glad addicted many flavor still think favorite delicious drawback cost first purchased good buy must sale something draw price ridiculous wait see go sale buy time,best monster flavor first monster flavor tried glad addicted many flavor still think favorite delicious drawback cost first purchased good buy must sale something draw price ridiculous wait see go sale buy time,1,,0.936,0.936,,,
112,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-03-12,5.0,,drinking since first hit store love taste price, drinking since first hit store love taste price,1,0.6369,,0.6369,,,
438,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-13,5.0,taste,taste well,taste taste well,1,0.2732,,,,,
212,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-03-15,1.0,,objection taste son love, objection taste son love,0,0.6369,,,,,
213,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-03-15,4.0,,far product husband say tell difference regular monster energy drink monster zero energy drink prefers zero healthier choice package ordered two box arrived wet one box missing two can could see opened happy product give five star reason gave four star shipped item missing box wet call amazon took care, far product husband say tell difference regular monster energy drink monster zero energy drink prefers zero healthier choice package ordered two box arrived wet one box missing two can could see opened happy product give five star reason gave four star shipped item missing box wet call amazon took care,1,,,,0.8126,,
211,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-03-15,5.0,,always good quick ship problem packaging could better several can case bent box damaged, always good quick ship problem packaging could better several can case bent box damaged,1,,,,,,
397,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-16,5.0,husband love ultra sunrise oz monsters,ultra sunrise orange husband favorite flavor reason often hardest flavor find local supermarket purchasing amazon quick convenient shipping quick great sugar free energy drink give daily boost looking,husband love ultra sunrise oz monsters ultra sunrise orange husband favorite flavor reason often hardest flavor find local supermarket purchasing amazon quick convenient shipping quick great sugar free energy drink give daily boost looking,1,,0.9643,,,,
436,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-16,1.0,flat,can flat carbonation taste old,flat can flat carbonation taste old,0,0.0,,,,,
110,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-03-16,1.0,,times made mess bunch cans empty wherews value, times made mess bunch cans empty wherews value,0,,,,,-0.2263,-0.2263
97,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-16,5.0,,ultra sunrise orange husband favorite flavor reason often hardest flavor find local supermarket purchasing amazon quick convenient shipping quick great sugar free energy drink give daily boost looking, ultra sunrise orange husband favorite flavor reason often hardest flavor find local supermarket purchasing amazon quick convenient shipping quick great sugar free energy drink give daily boost looking,1,,0.9423,,,,
392,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-17,4.0,delicious,tastes great zero sugar light crisp taste gives burst energy need get day come little crushed knock star,delicious tastes great zero sugar light crisp taste gives burst energy need get day come little crushed knock star,1,0.8122,,,,,
92,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-17,4.0,,tastes great zero sugar light crisp taste gives burst energy need get day come little crushed knock star, tastes great zero sugar light crisp taste gives burst energy need get day come little crushed knock star,1,0.5709,,,,,
433,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-18,5.0,great product,great taste give great energy,great product great taste give great energy,1,0.9371,,,,,
389,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-19,5.0,best flavor,peach one favorite flavor cheaper buy amazon store delivered quickly,best flavor peach one favorite flavor cheaper buy amazon store delivered quickly,1,,0.836,,,,
89,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-19,5.0,,peach one favorite flavor cheaper buy amazon store delivered quickly, peach one favorite flavor cheaper buy amazon store delivered quickly,1,,0.5719,,,,
108,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-03-19,5.0,,package arrived expected contained full can monster energy drink tastes like monster energy drink expensive still size, package arrived expected contained full can monster energy drink tastes like monster energy drink expensive still size,1,0.6908,,,0.6908,,
390,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-19,1.0,package damaged shipping made house,get paid box arrived can monster,package damaged shipping made house get paid box arrived can monster,0,,,,-0.4404,,
82,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,,living new england everything expensive save dollar purchasing buyer shipping time fast value fantastic, living new england everything expensive save dollar purchasing buyer shipping time fast value fantastic,1,,,,,0.8481,0.8481
85,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,,good new flavor start every day one, good new flavor start every day one,1,,0.4404,,,,
107,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-03-20,5.0,,taste like sweet tart, taste like sweet tart,1,0.6705,,,,,
83,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,3.0,,feel like one taste good original still refreshing effect, feel like one taste good original still refreshing effect,0,0.7717,,,,,
382,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,amazing price,living new england everything expensive save dollar purchasing buyer shipping time fast value fantastic,amazing price living new england everything expensive save dollar purchasing buyer shipping time fast value fantastic,1,,,0.9186,,0.9186,0.9186
84,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,,love taste grape flavored monster drink ca believe price compared elsewhere, love taste grape flavored monster drink ca believe price compared elsewhere,1,0.6369,0.6369,0.6369,,,
80,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,,husband loves mean loves drink night shift nurse wo drink flavor brand energy drink picky flavor drink know one score actually cheaper order amazon buy costco walmart go amazon taste like tropical apple flavor yummy, husband loves mean loves drink night shift nurse wo drink flavor brand energy drink picky flavor drink know one score actually cheaper order amazon buy costco walmart go amazon taste like tropical apple flavor yummy,1,0.9501,0.9501,,,,
432,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,one flavor,figured amazon favored monster flavor ecstatic happy flavor store within moment,one flavor figured amazon favored monster flavor ecstatic happy flavor store within moment,1,,0.8885,,,,
384,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,quickly got delivery,love taste grape flavored monster drink ca believe price compared elsewhere,quickly got delivery love taste grape flavored monster drink ca believe price compared elsewhere,1,0.6369,0.6369,0.6369,,,
380,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,elixir night nurse,husband loves mean loves drink night shift nurse wo drink flavor brand energy drink picky flavor drink know one score actually cheaper order amazon buy costco walmart go amazon taste like tropical apple flavor yummy,elixir night nurse husband loves mean loves drink night shift nurse wo drink flavor brand energy drink picky flavor drink know one score actually cheaper order amazon buy costco walmart go amazon taste like tropical apple flavor yummy,1,0.9501,0.9501,,,,
386,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,love black original taste also good,good usual,love black original taste also good good usual,1,0.9062,,,,,
385,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,5.0,starts day,good new flavor start every day one,starts day good new flavor start every day one,1,,0.4404,,,,
383,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-20,3.0,taste good,feel like one taste good original still refreshing effect,taste good feel like one taste good original still refreshing effect,0,0.8625,,,,,
378,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-21,5.0,love peach flavor,peach favorite glad see amazon carry flavor larger quantity reasonably priced although sam cent cheaper yummy drink,love peach flavor peach favorite glad see amazon carry flavor larger quantity reasonably priced although sam cent cheaper yummy drink,1,,0.936,0.936,,,
78,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-21,5.0,,peach favorite glad see amazon carry flavor larger quantity reasonably priced although sam cent cheaper yummy drink, peach favorite glad see amazon carry flavor larger quantity reasonably priced although sam cent cheaper yummy drink,1,,0.8779,0.8779,,,
431,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-21,5.0,best monster flavor always hard find,rarely see gas station decided order amazon way cheaper per unit stopping gas station disappointed best monster flavor make,best monster flavor always hard find rarely see gas station decided order amazon way cheaper per unit stopping gas station disappointed best monster flavor make,1,,0.7184,,,,
377,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-22,5.0,fantastic,love nice mello taste yet enough caffeine get day highly recommend auto ship amazing,fantastic love nice mello taste yet enough caffeine get day highly recommend auto ship amazing,1,0.9531,,,,,
376,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-22,5.0,constant,product great packaging always destroyed first time one monster exploded someone along way much care handling people order care,constant product great packaging always destroyed first time one monster exploded someone along way much care handling people order care,1,,,,,,
105,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-03-22,5.0,,never time wait coffee maker warm morning ca keep plugged overnight decade caffeine boost morning person early alarm something never get used actually think fizz bubble help wake love taste one get perky enough get day started know energy drink lot bad review thought everything moderation monster included, never time wait coffee maker warm morning ca keep plugged overnight decade caffeine boost morning person early alarm something never get used actually think fizz bubble help wake love taste one get perky enough get day started know energy drink lot bad review thought everything moderation monster included,1,0.7717,,,,,
77,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-22,5.0,,love nice mello taste yet enough caffeine get day highly recommend auto ship amazing, love nice mello taste yet enough caffeine get day highly recommend auto ship amazing,1,0.9273,,,,,
76,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-22,5.0,,product great packaging always destroyed first time one monster exploded someone along way much care handling people order care, product great packaging always destroyed first time one monster exploded someone along way much care handling people order care,1,,,,,,
429,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,5.0,best flavor,,best flavor ,1,,0.6369,,,,
375,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,3.0,good price completely flat,thought would smarter buy bulk rather buying individually convenience store unfortunately think transit every one zero carbonation completely flat,good price completely flat thought would smarter buy bulk rather buying individually convenience store unfortunately think transit every one zero carbonation completely flat,0,,,0.5423,,,
104,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-03-23,1.0,,used buy time last time last month every pack bought various place extremely flat little carbonation quality diminished longer good, used buy time last time last month every pack bought various place extremely flat little carbonation quality diminished longer good,0,,,,,,
372,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,5.0,great product,one favorite flavor many option choose,great product one favorite flavor many option choose,1,,0.7964,,,,
73,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,4.0,,hard find store price bad, hard find store price bad,1,,,-0.5994,,,
72,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,5.0,,one favorite flavor many option choose, one favorite flavor many option choose,1,,0.4588,,,,
70,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,5.0,,husband love monster perfect amount energy pink favorite flavor husband like green flavor great pink favorite ca find store order amazon regularly also grown daughter favorite flavor comparison energy drink monster favorite right amount energy much, husband love monster perfect amount energy pink favorite flavor husband like green flavor great pink favorite ca find store order amazon regularly also grown daughter favorite flavor comparison energy drink monster favorite right amount energy much,1,,0.9855,,,,
69,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,5.0,,one best flavor monster energy drink, one best flavor monster energy drink,1,,0.743,,,,
370,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,5.0,avid monster fan best flavor,husband love monster perfect amount energy pink favorite flavor husband like green flavor great pink favorite ca find store order amazon regularly also grown daughter favorite flavor comparison energy drink monster favorite right amount energy much,avid monster fan best flavor husband love monster perfect amount energy pink favorite flavor husband like green flavor great pink favorite ca find store order amazon regularly also grown daughter favorite flavor comparison energy drink monster favorite right amount energy much,1,,0.9907,,,,
369,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,5.0,love monster,one best flavor monster energy drink,love monster one best flavor monster energy drink,1,,0.8885,,,,
373,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-23,4.0,hard find,hard find store price bad,hard find hard find store price bad,1,,,-0.6486,,,
366,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-24,3.0,taste,order red top regular one find others better,taste order red top regular one find others better,0,0.5719,,,,,
428,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-24,5.0,good taste,flavor,good taste flavor,1,0.4404,0.4404,,,,
67,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-24,1.0,,look like correct flavor labeled, look like correct flavor labeled,0,,0.3612,,,,
367,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-24,1.0,flavor,look like correct flavor labeled,flavor look like correct flavor labeled,0,,0.3612,,,,
425,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-03-25,2.0,quality control lacking,thanks sending open box,quality control lacking thanks sending open box,0,,,,,,
362,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-25,5.0,keeps going,tastes great sugar help get day,keeps going tastes great sugar help get day,1,0.7783,,,,,
364,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-25,5.0,great flavor,never find consistently locally love subscribe save option,great flavor never find consistently locally love subscribe save option,1,,0.91,,,,
365,"Amazon.com: Customer reviews: Monster Energy Ultra Black, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-25,5.0,nice price,good price can,nice price good price can,1,,,0.6908,,,
65,"Amazon.com: Customer reviews: Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",2024-03-25,5.0,,good price can, good price can,1,,,0.4404,,,
