,product,date,rating,title,reviews,combined,sentiment,sentiment_taste,sentiment_flavor,sentiment_price,sentiment_package,sentiment_value,sentiment_packaging
135,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-04-11,4.0,hmm,good friend,hmm good friend,1,,,,,,
487,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-04-12,5.0,best flavor,love flavor,best flavor love flavor,1,,0.8555,,,,
366,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-04-13,1.0,dumb,showed box wet fell exploded,dumb showed box wet fell exploded,0,,,,,,
133,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-04-14,5.0,described,yummy,described yummy,1,,,,,,
486,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-04-14,5.0,best flavor yet,switched regular one,best flavor yet switched regular one,1,,0.6369,,,,
365,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-04-17,1.0,redbull taste like piss,wittatly,redbull taste like piss wittatly,0,-0.0516,,,,,
485,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-04-22,5.0,sponsor,watermelon redbull delicious energy drink exists,sponsor watermelon redbull delicious energy drink exists,1,,,,,,
484,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-04-23,5.0,beverage,red bull still best,beverage red bull still best,1,,,,,,
364,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-04-23,1.0,collection reject used box,came inside another box damage shipping every dented one end box taped closed obvious collection reject,collection reject used box came inside another box damage shipping every dented one end box taped closed obvious collection reject,0,,,,,,
483,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-04-24,5.0,better original,energy drink really enjoy tastes much better original redbull,better original energy drink really enjoy tastes much better original redbull,1,0.9324,,,,,
132,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-04-24,5.0,good,product came damaged amazon made right always good stuff,good product came damaged amazon made right always good stuff,1,,,,,,
363,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-04-24,1.0,delivery terrible,everytime seem order redbull amazon come damaged love product hate careless delivery latest delivery two can leaked two horrible dented,delivery terrible everytime seem order redbull amazon come damaged love product hate careless delivery latest delivery two can leaked two horrible dented,0,,,,,,
362,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-04-25,1.0,pack,received pack pack obviously returning drink canceled auto ship,pack received pack pack obviously returning drink canceled auto ship,0,,,,,,
361,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-04-26,5.0,good price per,like red bull great price per oz,good price per like red bull great price per oz,1,,,0.8591,,,
360,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-04-27,5.0,gracias amazon,play video,gracias amazon play video,1,,,,,,
482,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-03,1.0,last time buy amazon,got case flat,last time buy amazon got case flat,0,,,,,,
359,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-04,5.0,favorite,long life supporter redbull would buy,favorite long life supporter redbull would buy,1,,,,,,
481,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-05,5.0,party ready,right time bday get together initially worried would delivered damaged issue dent,party ready right time bday get together initially worried would delivered damaged issue dent,1,,,,,,
130,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-05-05,5.0,sugar free option,still job le sugar,sugar free option still job le sugar,1,,,,,,
131,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-05-05,5.0,best,red bull best energy drink like sugar free better regular,best red bull best energy drink like sugar free better regular,1,,,,,,
480,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-06,4.0,great summer taste,good taste red bull summer collection disappointed get wing would drink,great summer taste good taste red bull summer collection disappointed get wing would drink,1,0.5994,,,,,
358,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-07,5.0,drink,great travel enjoy taste crisp,drink great travel enjoy taste crisp,1,0.8074,,,,,
357,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-07,5.0,energy need,red bull best flavor bit pricey side give boost need,energy need red bull best flavor bit pricey side give boost need,1,,0.8402,0.8402,,,
478,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-08,5.0,good,best flavor good value,good best flavor good value,1,,0.9081,,,0.9081,0.9081
479,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-08,4.0,worth came busted,love price amount get package came busted broke,worth came busted love price amount get package came busted broke,1,,,0.5106,0.5106,,
356,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-08,4.0,bought onsale redbull,bought onsale redbull,bought onsale redbull bought onsale redbull,1,,,,,,
355,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-09,5.0,great deal,highly recommend,great deal highly recommend,1,,,,,,
129,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-05-18,5.0,flat almost,taste like none carbonated drink portland oregon resident,flat almost taste like none carbonated drink portland oregon resident,1,0.3008,,,,,
477,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-18,5.0,love flavor,love watermelon line red bull saved buying bulk,love flavor love watermelon line red bull saved buying bulk,1,,0.9042,,,,
476,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-19,1.0,subscribe save price higher item page,subscribe waste,subscribe save price higher item page subscribe waste,0,,,0.1027,,,
475,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-19,5.0,save money,best purchase ever made lol,save money best purchase ever made lol,1,,,,,,
354,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-22,1.0,bad,box ripped open can dented,bad box ripped open can dented,0,,,,,,
474,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-23,5.0,bulk worth price,love watermelon flavor finally bulk qty best option money saver glad found amazon buying multiple daily glad found alternative purchase,bulk worth price love watermelon flavor finally bulk qty best option money saver glad found amazon buying multiple daily glad found alternative purchase,1,,0.9517,0.9517,,,
473,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-23,5.0,súper deal,buena compra,súper deal buena compra,1,,,,,,
353,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-26,1.0,na,na,na na,0,,,,,,
352,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-27,4.0,p,red bull staple energy drink full stop flavor original ca mistaken caffeine content low modestly combined w various blend make kick red bull favorite small stature help regulate much intaking w regard et al,p red bull staple energy drink full stop flavor original ca mistaken caffeine content low modestly combined w various blend make kick red bull favorite small stature help regulate much intaking w regard et al,1,,0.5106,,,,
471,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-29,5.0,best price,looking save energy drink definitely buy best price per unit,best price looking save energy drink definitely buy best price per unit,1,,,0.9468,,,
472,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-29,5.0,sugar free less sugar,one person ca stand energy drink company promote junk saw watermelon flavor try call critic energy drink horrible tasting red bull watermelon another planet like others said sugar free energy mania hand best tasting energy drink tried better drinking coke research found really great lesser two evil coke ounce sugar red bull caffeine red bull substantial serving coke know caffeine several possible negative consequence consumed excess however digging watermelon think red bull listens customer say would increase sale offering healthier version fantastic gem woo good,sugar free less sugar one person ca stand energy drink company promote junk saw watermelon flavor try call critic energy drink horrible tasting red bull watermelon another planet like others said sugar free energy mania hand best tasting energy drink tried better drinking coke research found really great lesser two evil coke ounce sugar red bull caffeine red bull substantial serving coke know caffeine several possible negative consequence consumed excess however digging watermelon think red bull listens customer say would increase sale offering healthier version fantastic gem woo good,1,,0.9846,,,,
128,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-05-30,1.0,received damaged,,received damaged ,0,,,,,,
351,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-30,4.0,wish selling price consistent,found beverage specifically energy drink fluctuate price amazon every week different price try get pack drop said tasty well packaged trick complaint beverage would recommend,wish selling price consistent found beverage specifically energy drink fluctuate price amazon every week different price try get pack drop said tasty well packaged trick complaint beverage would recommend,1,,,0.6808,0.6808,,
350,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-05-30,2.0,dented,box open delivery bag can dented dusty like loose still drank though,dented box open delivery bag can dented dusty like loose still drank though,0,,,,,,
470,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-30,5.0,good deal price,case bought good,good deal price case bought good,1,,,0.7003,,,
469,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-05-31,5.0,experience amazon,good,experience amazon good,1,,,,,,
127,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-06-04,5.0,great,fast delivery arrivee expected,great fast delivery arrivee expected,1,,,,,,
468,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-06-06,5.0,taste,one favorite flavor great taste nice boost since get start day,taste one favorite flavor great taste nice boost since get start day,1,0.9118,0.9118,,,,
126,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-06-15,5.0,,know love give wing without sugar get, know love give wing without sugar get,1,,,,,,
349,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-06-16,5.0,great deal,never much red bull life,great deal never much red bull life,1,,,,,,
467,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-06-18,5.0,tastes good,like redbull sometimes want switch watermelon redbull nice candy ish flavor,tastes good like redbull sometimes want switch watermelon redbull nice candy ish flavor,1,0.8176,0.8176,,,,
466,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-06-19,5.0,good deal,great price,good deal great price,1,,,0.7906,,,
125,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-06-23,5.0,gives wings lol,consistently better price local store love,gives wings lol consistently better price local store love,1,,,0.872,,,
348,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-06-25,5.0,best tasting battery acid ever made,hate much love redbull,best tasting battery acid ever made hate much love redbull,1,,,,,,
465,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-06-28,5.0,large size,great larger size,large size great larger size,1,,,,,,
464,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-01,2.0,real flavor,sure red bull close expiration date little flavor lot red edition red bull taste like,real flavor sure red bull close expiration date little flavor lot red edition red bull taste like,0,0.5859,0.5859,,,,
124,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-07-03,1.0,expensive,every time check price go higher higher,expensive every time check price go higher higher,0,,,0.0,,,
463,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-04,5.0,great peach flavor,like taste easy frinling home grabbing drink run shared flavor others also liked taste,great peach flavor like taste easy frinling home grabbing drink run shared flavor others also liked taste,1,0.9287,0.9287,,,,
462,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-07,1.0,damaged,oder came leaking busted can can leaking,damaged oder came leaking busted can can leaking,0,,,,,,
461,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-09,5.0,best energy drink period,best redbull flavor time hopefully always keep lineup taste like watrlernelon jolly rancher kid price poi compare save buying retail,best energy drink period best redbull flavor time hopefully always keep lineup taste like watrlernelon jolly rancher kid price poi compare save buying retail,1,0.969,0.969,0.969,,,
347,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-07-09,5.0,red bul,say red bull taste like bought store,red bul say red bull taste like bought store,1,0.3612,,,,,
460,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-10,5.0,best flavor,best flavor far,best flavor best flavor far,1,,0.8555,,,,
459,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-10,5.0,yes,ur reading yes get drink every single day would probably pas away otherwise,yes ur reading yes get drink every single day would probably pas away otherwise,1,,,,,,
458,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-12,5.0,good deal,love taste,good deal love taste,1,0.7964,,,,,
123,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-07-12,5.0,expected,husband drink one every morning complaint,expected husband drink one every morning complaint,1,,,,,,
346,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-07-15,5.0,red bull energy drink oz count like,red bull energy drink oz count always liked redbull hope become affordable others kinda expensive drink offer lot imo fully support product due helped many area keep extreme sport alive love skate bike etc feel must support brothers sisters ever evolving field huge thank red bull people help deliver people,red bull energy drink oz count like red bull energy drink oz count always liked redbull hope become affordable others kinda expensive drink offer lot imo fully support product due helped many area keep extreme sport alive love skate bike etc feel must support brothers sisters ever evolving field huge thank red bull people help deliver people,1,,,,,,
457,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-18,5.0,redbull give wings,know say redbull peep got amazing price love watermelon flavor,redbull give wings know say redbull peep got amazing price love watermelon flavor,1,,0.8402,0.8402,,,
456,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-21,1.0,flat,pack flat squishy like air opened zero fizz squishy,flat pack flat squishy like air opened zero fizz squishy,0,,,,,,
455,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-22,4.0,best flavor imo,best flavor imo,best flavor imo best flavor imo,1,,0.8555,,,,
122,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-07-23,5.0,feel like getting,make short got right back better date grocery store thx amz,feel like getting make short got right back better date grocery store thx amz,1,,,,,,
345,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-07-25,2.0,expected,assuming way given bigger can due price product cheaper buy locally,expected assuming way given bigger can due price product cheaper buy locally,0,,,0.0,,,
121,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-07-28,5.0,good energy drink,like product,good energy drink like product,1,,,,,,
120,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-07-28,5.0,good price fast shipping,get feel like going store,good price fast shipping get feel like going store,1,,,0.6597,,,
299,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-07-29,5.0,great price,definitely worth getting bulk inexpensive price,great price definitely worth getting bulk inexpensive price,1,,,0.8271,,,
344,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-07-29,5.0,great deal,got best price around,great deal got best price around,1,,,0.8519,,,
454,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-07-31,1.0,great product order online,great price arrived busted can netting can also made entire box smell horrible would recommend,great product order online great price arrived busted can netting can also made entire box smell horrible would recommend,0,,,0.802,,,
343,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-07-31,5.0,great deal buy,red bull improves focus especially long hard day use whenever need extra energy last minute errand teaching class demand extra energy loaded vitamin b tasty purchasing item online definitely save money expensive store subscribed mine even discounted buy delicious,great deal buy red bull improves focus especially long hard day use whenever need extra energy last minute errand teaching class demand extra energy loaded vitamin b tasty purchasing item online definitely save money expensive store subscribed mine even discounted buy delicious,1,,,,,,
453,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-01,1.0,always damaged,every time get delivered half can case leaking empty expensive time done,always damaged every time get delivered half can case leaking empty expensive time done,0,,,,,,
298,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-01,5.0,packaging,cardboard packaging disinigrated plastic outer packaging like sitting water something product ok pkging messy driver may known,packaging cardboard packaging disinigrated plastic outer packaging like sitting water something product ok pkging messy driver may known,1,,,,,,
119,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-08-03,5.0,love bull,fire drink,love bull fire drink,1,,,,,,
452,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-04,5.0,cost effective,watermelon best flavor red bull bought amazon cost efficient continuing buy individually gas station,cost effective watermelon best flavor red bull bought amazon cost efficient continuing buy individually gas station,1,,0.8957,,,,
297,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-04,5.0,redbull good,tastes like door,redbull good tastes like door,1,0.6597,,,,,
451,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-05,5.0,n,agrada la latas vienen muy dañadas devén en pacar mejor,n agrada la latas vienen muy dañadas devén en pacar mejor,1,,,,,,
296,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-05,5.0,price quick delivery,purchasing red bull amazon quite beeen disappointed,price quick delivery purchasing red bull amazon quite beeen disappointed,1,,,-0.3976,,,
295,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-06,5.0,oz redbull,purchased redbull came oz size energy drink oz,oz redbull purchased redbull came oz size energy drink oz,1,,,,,,
294,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-07,5.0,yum,delicious,yum delicious,1,,,,,,
293,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-08,5.0,say,always good always delivered care right time,say always good always delivered care right time,1,,,,,,
450,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-08,4.0,good,box came beat can busted ordered past issue first time problem,good box came beat can busted ordered past issue first time problem,1,,,,,,
118,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-08-09,5.0,good old redbull,actually like taste sugar free redbull personally get huge energy boost would say drink excessively empty stomach could experience jittery feeling,good old redbull actually like taste sugar free redbull personally get huge energy boost would say drink excessively empty stomach could experience jittery feeling,1,0.926,,,,,
291,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-09,5.0,price,,price ,1,,,0.0,,,
292,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-09,5.0,favorite drink,great order instead go get,favorite drink great order instead go get,1,,,,,,
289,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-10,5.0,canned energy booster friend,negative thing said know expect redbull legit help boosting sip already want purchase lol,canned energy booster friend negative thing said know expect redbull legit help boosting sip already want purchase lol,1,,,,,,
290,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-10,5.0,perfect,great product affordable,perfect great product affordable,1,,,,,,
449,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-11,2.0,broken,product showed opened wash sticky would returned would big mess paid many throw away,broken product showed opened wash sticky would returned would big mess paid many throw away,0,,,,,,
288,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-11,5.0,great price great flavor,love redbull flavor taste love energy redbull give vitamin ingredient ordering delivery easy promised happy competitive pricing,great price great flavor love redbull flavor taste love energy redbull give vitamin ingredient ordering delivery easy promised happy competitive pricing,1,0.9844,0.9844,0.9844,,,
287,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-13,5.0,great product,question doubt,great product question doubt,1,,,,,,
448,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-16,5.0,best flavor,loved buying amazon truly better value buying pk buying individual store,best flavor loved buying amazon truly better value buying pk buying individual store,1,,0.9517,,,0.9517,0.9517
284,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-16,5.0,makes wife happy,makes life easier wife satisfied,makes wife happy makes life easier wife satisfied,1,,,,,,
286,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-16,5.0,good,nice drink,good nice drink,1,,,,,,
285,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-16,3.0,meh,bought kick butt morning problem single x sugar need day,meh bought kick butt morning problem single x sugar need day,0,,,,,,
342,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-08-19,5.0,love,love product morning booster got ta,love love product morning booster got ta,1,,,,,,
447,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-19,2.0,wow,excited found pricing perfect delivery fast arrived opened supposed can literally already ripped open missing like somebody already took one upset,wow excited found pricing perfect delivery fast arrived opened supposed can literally already ripped open missing like somebody already took one upset,0,,,,,,
117,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-08-20,5.0,amazing,got mine today used right away sure right word describe amazing heel smooth hard crusty heel saying mine crusty lol know mean smoothness buy use price everything come awesome buy disappointed,amazing got mine today used right away sure right word describe amazing heel smooth hard crusty heel saying mine crusty lol know mean smoothness buy use price everything come awesome buy disappointed,1,,,0.9231,,,
283,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-21,5.0,fast shipping cheap price,fast shipping cheap price,fast shipping cheap price fast shipping cheap price,1,,,0.0,,,
446,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-21,5.0,delivered advertised,product loved family member home delivery perfect,delivered advertised product loved family member home delivery perfect,1,,,,,,
116,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-08-23,5.0,decadent,something classy little,decadent something classy little,1,,,,,,
282,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-23,1.0,damaged case multiple time,third time delivered busted can,damaged case multiple time third time delivered busted can,0,,,,,,
341,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-08-23,1.0,get every two week box busted,play video box busted set receive two pack redbulls every two week bust open every time make better fix problem,get every two week box busted play video box busted set receive two pack redbulls every two week bust open every time make better fix problem,0,,,,,,
445,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-25,5.0,good,warning drinking one every single day get pack currently buying new one watermelon never fail get day started,good warning drinking one every single day get pack currently buying new one watermelon never fail get day started,1,,,,,,
281,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-25,1.0,red bull,make usa,red bull make usa,0,,,,,,
280,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4 Fl Oz, 24 Cans (6 Packs of 4)",2023-08-27,5.0,expected,delicious,expected delicious,1,,,,,,
444,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-27,4.0,good,good flavor help disguise b vitamins flavor,good good flavor help disguise b vitamins flavor,1,,0.7579,,,,
115,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-08-29,5.0,great price,great price,great price great price,1,,,0.8481,,,
114,"Amazon.com: Customer reviews: Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",2023-08-29,5.0,get everything done forever straight door,walk across town get red bull exact price steal deal always happy buy price right,get everything done forever straight door walk across town get red bull exact price steal deal always happy buy price right,1,,,0.34,,,
443,"Amazon.com: Customer reviews: Red Bull Red Edition Watermelon Energy Drink, 8.4 Fl Oz, 24 Cans",2023-08-29,1.0,busted got herw,arrived busted rest package sticky,busted got herw arrived busted rest package sticky,0,,,,0.0,,
340,"Amazon.com: Customer reviews: Red Bull Energy Drink, 8.4FL Oz, 12 count (Pack of 1)",2023-09-02,5.0,great deal,red bull favorite energy drink good price amazon,great deal red bull favorite energy drink good price amazon,1,,,0.9153,,,
